"molecule_chembl_id","canonical_smiles","standard_type","standard_value","standard_units","kinase_name"
"CHEMBL1203068","CCC(CC)CN1CCN(S(=O)(=O)CCCOc2ccc3[nH]c4nc(O)nc-4cc3c2)CC1.Cl","IC50","0.159999996424","nM","Homo sapiens"
"CHEMBL1203068","CCC(CC)CN1CCN(S(=O)(=O)CCCOc2ccc3[nH]c4nc(O)nc-4cc3c2)CC1.Cl","IC50","0.039999999106","nM","Homo sapiens"
"CHEMBL112418","CCOC(=O)N1CCC(S(=O)(=O)CCCCOc2ccc3[nH]c4nc(O)nc-4cc3c2)CC1","IC50","0.409999996424","nM","Homo sapiens"
"CHEMBL1203045","Cl.Oc1nc2cc3cc(OCCCCc4nnnn4C4CCNCC4)ccc3[nH]c-2n1","IC50","5.329999923706","nM","Homo sapiens"
"CHEMBL6202","COc1cc(C(=O)N2CCN(C(=O)c3cc(OC)c(OC)c(OC)c3)C(COC(=O)NCCC(C)C)C2)cc(OC)c1OC","IC50","140","nM","Platelet activating factor receptor"
"CHEMBL18501","O=S1(=O)c2cccc3cccc(c23)N1CCN1CCC(CCc2c[nH]c3ccc(F)cc23)CC1","IC50","1.399999976158","nM","Serotonin transporter"
"CHEMBL18501","O=S1(=O)c2cccc3cccc(c23)N1CCN1CCC(CCc2c[nH]c3ccc(F)cc23)CC1","IC50","100","nM","Serotonin 2 (5-HT2) receptor"
"CHEMBL18501","O=S1(=O)c2cccc3cccc(c23)N1CCN1CCC(CCc2c[nH]c3ccc(F)cc23)CC1","IC50","8","nM","Adrenergic receptor alpha-1"
"CHEMBL18501","O=S1(=O)c2cccc3cccc(c23)N1CCN1CCC(CCc2c[nH]c3ccc(F)cc23)CC1","IC50","100","nM","Dopamine D2 receptor"
"CHEMBL19226","O=S1(=O)c2ccccc2-c2ccccc2N1CCN1CCC(Cc2c[nH]c3ccc(F)cc23)CC1","IC50","35","nM","Serotonin transporter"
"CHEMBL19226","O=S1(=O)c2ccccc2-c2ccccc2N1CCN1CCC(Cc2c[nH]c3ccc(F)cc23)CC1","IC50","100","nM","Serotonin 2 (5-HT2) receptor"
"CHEMBL19226","O=S1(=O)c2ccccc2-c2ccccc2N1CCN1CCC(Cc2c[nH]c3ccc(F)cc23)CC1","IC50","100","nM","Adrenergic receptor alpha-1"
"CHEMBL19226","O=S1(=O)c2ccccc2-c2ccccc2N1CCN1CCC(Cc2c[nH]c3ccc(F)cc23)CC1","IC50","100","nM","Dopamine D2 receptor"
"CHEMBL352998","CCOC(=O)C(Cc1ccc(Cl)cc1)Nc1nc2ccc(OC)cc2s1","IC50","230","nM","Homo sapiens"
"CHEMBL354415","CCOC(=O)C(Cc1ccccc1)Nc1nc2cc(CC)ccc2s1","IC50","12","nM","Homo sapiens"
"CHEMBL265475","CC(C)c1ccc2oc(NC(Cc3cccc(Cl)c3)c3ccccn3)nc2c1","IC50","5","nM","Homo sapiens"
"CHEMBL56","CCCN(CCC)C1CCc2cccc(O)c2C1","IC50","1.100000023842","nM","Serotonin 1a (5-HT1a) receptor"
"CHEMBL278572","CCC(=O)C1C(c2cccc3ccccc23)CC2CCC1N2C","IC50","5.340000152588","nM","Dopamine transporter"
"CHEMBL177646","O=C(O)CCNC(=O)C(Cc1ccccc1)CP(=O)(O)OCCc1ccccc1.[Cl-].[K+]","IC50","1000","nM","Neprilysin"
"CHEMBL2112023","O=C(O)CCNC(=O)[C@@H](Cc1ccc(-c2ccccc2)cc1)NCP(=O)(O)O","IC50","1800","nM","Neprilysin"
"CHEMBL304930","Cc1cc(C)c2ncc(NC(=O)Nc3c(F)cc(F)cc3F)c(-c3ccccc3Cl)c2c1","IC50","15","nM","Acyl coenzyme A:cholesterol acyltransferase 1"
"CHEMBL38747","O=C1c2ccccc2C(=O)N1CCOCCN1CCN(c2nsc3ccccc23)CC1","IC50","170","nM","Dopamine D2 receptor"
"CHEMBL38747","O=C1c2ccccc2C(=O)N1CCOCCN1CCN(c2nsc3ccccc23)CC1","IC50","54","nM","Serotonin 1a (5-HT1a) receptor"
"CHEMBL38747","O=C1c2ccccc2C(=O)N1CCOCCN1CCN(c2nsc3ccccc23)CC1","IC50","5.400000095367","nM","Serotonin 2 (5-HT2) receptor"
"CHEMBL38409","O=C1c2ccccc2C(=O)N1CCCCCCN1CCN(c2nsc3ccccc23)CC1","IC50","9.199999809265","nM","Dopamine D2 receptor"
"CHEMBL38409","O=C1c2ccccc2C(=O)N1CCCCCCN1CCN(c2nsc3ccccc23)CC1","IC50","0.759999990463","nM","Serotonin 1a (5-HT1a) receptor"
"CHEMBL38409","O=C1c2ccccc2C(=O)N1CCCCCCN1CCN(c2nsc3ccccc23)CC1","IC50","0.689999997616","nM","Serotonin 2 (5-HT2) receptor"
"CHEMBL20042","O=C1C2C=Nc3ccccc3C2=NN1c1ccc(Cl)cc1","IC50","0.599799990654","nM","GABA-A receptor; anion channel"
"CHEMBL55630","CCOC(=O)c1cc2c(cn1)sc1ccccc12","IC50","1698.239990234","nM","GABA-A receptor; anion channel"
"CHEMBL64616","CCCCCCNc1nc(O)c2[nH]cnc2n1","IC50","30500","nM","Xanthine dehydrogenase"
"CHEMBL108102","COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C(O)CN(Cc1ccc(F)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)C)C(C)C","IC50","42","nM","Human immunodeficiency virus type 1 protease"
"CHEMBL322033","COC(=O)N(C)C(C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN(CC1CCCCC1)NC(=O)C(C(C)C)N(C)C(=O)OC)C(C)C","IC50","1000","nM","Human immunodeficiency virus type 1 protease"
"CHEMBL121627","COC(=O)COc1cccn2c(Cc3ccccc3-c3ccccc3)c(C)c(C(=O)C(N)=O)c12","IC50","8","nM","Phospholipase A2 group 1B"
"CHEMBL121627","COC(=O)COc1cccn2c(Cc3ccccc3-c3ccccc3)c(C)c(C(=O)C(N)=O)c12","IC50","1.399999976158","nM","Phospholipase A2 group 1B"
"CHEMBL143756","CN1CCCC1/C(O)=C(\\C#N)C(=O)Nc1ccc(C(F)(F)F)cc1","IC50","100000","nM","Dihydroorotate dehydrogenase"
"CHEMBL140210","N#CCc1ccc(NC(=O)/C(C#N)=C(\\O)C2CC2)cc1","IC50","37200","nM","Dihydroorotate dehydrogenase"
"CHEMBL140210","N#CCc1ccc(NC(=O)/C(C#N)=C(\\O)C2CC2)cc1","IC50","4570","nM","Dihydroorotate dehydrogenase"
"CHEMBL342581","N#C/C(C(=O)Nc1ccncc1)=C(/O)C1CC1","IC50","8910","nM","Dihydroorotate dehydrogenase"
"CHEMBL342581","N#C/C(C(=O)Nc1ccncc1)=C(/O)C1CC1","IC50","11700","nM","Dihydroorotate dehydrogenase"
"CHEMBL304123","S=c1[nH]ccn1Cc1ccccc1Cl","IC50","354813.375","nM","Dopamine beta-hydroxylase"
"CHEMBL77052","C[C@H]1[C@@H](OCCC2ON2C(=O)c2ccccc2O)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3","IC50","4.25","nM","Plasmodium falciparum"
"CHEMBL162006","Fc1ccc(C(OCC2CCN(Cc3ccccc3)CC2)c2ccc(F)cc2)cc1","IC50","126","nM","Dopamine transporter"
"CHEMBL162006","Fc1ccc(C(OCC2CCN(Cc3ccccc3)CC2)c2ccc(F)cc2)cc1","IC50","761","nM","Serotonin transporter"
"CHEMBL330844","CCc1c(C(=O)C(N)=O)c2c(OCC(=O)O)cccn2c1CC1CCCCCC1","IC50","23","nM","Phospholipase A2 group 1B"
"CHEMBL330844","CCc1c(C(=O)C(N)=O)c2c(OCC(=O)O)cccn2c1CC1CCCCCC1","IC50","100","nM","Phospholipase A2 group 1B"
"CHEMBL318730","CCc1cc(NCc2ccc3ccccc3c2)c(O)nc1C","IC50","457.0899963379","nM","Human immunodeficiency virus type 1 reverse transcriptase"
"CHEMBL338077","COc1ccc(S(=O)(=O)N2CCN(C(=O)COc3ccccc3)CC2C(=O)NO)cc1","IC50","9.498999595642","nM","Matrix metalloproteinase 3"
"CHEMBL339219","COc1ccc(S(=O)(=O)N2CCN(C(=O)N3CCCCCC3)CC2C(=O)NO)cc1","IC50","54","nM","Matrix metalloproteinase 3"
"CHEMBL324842","O=C(/C=C/c1ccc(O)c(O)c1)O[C@H](Cc1ccc(O)c(O)c1)C(=O)O","IC50","9000","nM","Human immunodeficiency virus type 1 integrase"
"CHEMBL423694","CCN(CC)C(=O)c1ccc(C(=C2CCNCC2)c2cccc(OC)c2)cc1","IC50","1.55999994278","nM","Delta opioid receptor"
"CHEMBL423694","CCN(CC)C(=O)c1ccc(C(=C2CCNCC2)c2cccc(OC)c2)cc1","IC50","5250","nM","Mu opioid receptor"
"CHEMBL423694","CCN(CC)C(=O)c1ccc(C(=C2CCNCC2)c2cccc(OC)c2)cc1","IC50","10000","nM","Kappa opioid receptor"
"CHEMBL50117","CCN(C(=O)C1=CCC[C@H]1C(=O)NCc1ccc(C(=N)N)cc1)C1CCCCC1","IC50","890","nM","Thrombin"
"CHEMBL278700","O=P(O)(O)O[C@@H]1CC[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)C1","IC50","3900","nM","Inositol 1,4,5-trisphosphate receptor type 3"
"CHEMBL151539","CCCOc1ccc(S(=O)(=O)N2C/C(=N\\OC)C[C@@H]2C(=O)NO)cc1","IC50","13","nM","Matrix metalloproteinase-1"
"CHEMBL151539","CCCOc1ccc(S(=O)(=O)N2C/C(=N\\OC)C[C@@H]2C(=O)NO)cc1","IC50","0.40000000596","nM","Matrix metalloproteinase-2"
"CHEMBL151539","CCCOc1ccc(S(=O)(=O)N2C/C(=N\\OC)C[C@@H]2C(=O)NO)cc1","IC50","2","nM","Matrix metalloproteinase 3"
"CHEMBL151539","CCCOc1ccc(S(=O)(=O)N2C/C(=N\\OC)C[C@@H]2C(=O)NO)cc1","IC50","381","nM","Matrix metalloproteinase 7"
"CHEMBL151539","CCCOc1ccc(S(=O)(=O)N2C/C(=N\\OC)C[C@@H]2C(=O)NO)cc1","IC50","1","nM","Matrix metalloproteinase 13"
"CHEMBL308930","COc1cc(C(=O)N2CCN(C(=O)c3cc(OC)c(OC)c(OC)c3)C(COC(=O)N3CCCCC3)C2)cc(OC)c1OC","IC50","95000","nM","Human immunodeficiency virus 1"
"CHEMBL308930","COc1cc(C(=O)N2CCN(C(=O)c3cc(OC)c(OC)c(OC)c3)C(COC(=O)N3CCCCC3)C2)cc(OC)c1OC","IC50","80","nM","Oryctolagus cuniculus"
"CHEMBL292697","O=c1cc(C(c2ccccc2)c2ccccc2)oc2cc(O)ccc12","IC50","10890","nM","Aldose reductase"
"CHEMBL289142","NC(Cc1nc2cc(Br)ccc2n1CP(=O)(O)O)C(=O)OCc1ccccc1","IC50","56","nM","Glutamate NMDA receptor"
"CHEMBL289142","NC(Cc1nc2cc(Br)ccc2n1CP(=O)(O)O)C(=O)OCc1ccccc1","IC50","15500","nM","Glutamate NMDA receptor"
"CHEMBL118299","CNC(=O)c1cc2c(Oc3ccc(C(C)=O)cc3)cncc2s1","IC50","21","nM","Selectin E"
"CHEMBL118299","CNC(=O)c1cc2c(Oc3ccc(C(C)=O)cc3)cncc2s1","IC50","40","nM","Intercellular adhesion molecule-1"
"CHEMBL118299","CNC(=O)c1cc2c(Oc3ccc(C(C)=O)cc3)cncc2s1","IC50","1000","nM","Vascular cell adhesion protein 1"
"CHEMBL116958","CNC(=O)c1cc2c(Oc3ccc(/C=C/C(=O)NCCN(CCO)CCO)cc3)cncc2s1","IC50","680","nM","Selectin E"
"CHEMBL116958","CNC(=O)c1cc2c(Oc3ccc(/C=C/C(=O)NCCN(CCO)CCO)cc3)cncc2s1","IC50","600","nM","Intercellular adhesion molecule-1"
"CHEMBL116958","CNC(=O)c1cc2c(Oc3ccc(/C=C/C(=O)NCCN(CCO)CCO)cc3)cncc2s1","IC50","1000","nM","Vascular cell adhesion protein 1"
"CHEMBL3215340","CNC1C(=O)NC2Cc3ccc(cc3)Oc3cc4cc(c3O[C@@H]3O[C@@H](C(=O)O)[C@@H](O)[C@H](O)[C@@H]3N)Oc3ccc(cc3Cl)C(O)C3NC(=O)C(NC(=O)C4NC(=O)C(NC2=O)c2cc(cc(O)c2Cl)Oc2cc1ccc2O)c1ccc(O)c(c1)-c1c(O[C@H]2O[C@H](CO)[C@@H](O)[C@@H](O)[C@@H]2O)cc(O)cc1[C@H](C(=O)O)NC3=O","IC50","500000","nM","L1210"
"CHEMBL3215340","CNC1C(=O)NC2Cc3ccc(cc3)Oc3cc4cc(c3O[C@@H]3O[C@@H](C(=O)O)[C@@H](O)[C@H](O)[C@@H]3N)Oc3ccc(cc3Cl)C(O)C3NC(=O)C(NC(=O)C4NC(=O)C(NC2=O)c2cc(cc(O)c2Cl)Oc2cc1ccc2O)c1ccc(O)c(c1)-c1c(O[C@H]2O[C@H](CO)[C@@H](O)[C@@H](O)[C@@H]2O)cc(O)cc1[C@H](C(=O)O)NC3=O","IC50","500000","nM","MOLT-4"
"CHEMBL3215340","CNC1C(=O)NC2Cc3ccc(cc3)Oc3cc4cc(c3O[C@@H]3O[C@@H](C(=O)O)[C@@H](O)[C@H](O)[C@@H]3N)Oc3ccc(cc3Cl)C(O)C3NC(=O)C(NC(=O)C4NC(=O)C(NC2=O)c2cc(cc(O)c2Cl)Oc2cc1ccc2O)c1ccc(O)c(c1)-c1c(O[C@H]2O[C@H](CO)[C@@H](O)[C@@H](O)[C@@H]2O)cc(O)cc1[C@H](C(=O)O)NC3=O","IC50","500000","nM","CCRF-CEM"
"CHEMBL405267","NC1C(=O)NC2Cc3ccc(c(Cl)c3)Oc3cc4cc(c3O)Oc3ccc(cc3Cl)C(O)C3NC(=O)C(NC(=O)C4NC(=O)C(NC2=O)c2cc(O)cc(c2)Oc2cc1ccc2O)c1ccc(O)c(c1)-c1c(O)cc(O)cc1[C@H](C(=O)C1NCCC2CCCCC21)NC3=O","IC50","250000","nM","L1210"
"CHEMBL405267","NC1C(=O)NC2Cc3ccc(c(Cl)c3)Oc3cc4cc(c3O)Oc3ccc(cc3Cl)C(O)C3NC(=O)C(NC(=O)C4NC(=O)C(NC2=O)c2cc(O)cc(c2)Oc2cc1ccc2O)c1ccc(O)c(c1)-c1c(O)cc(O)cc1[C@H](C(=O)C1NCCC2CCCCC21)NC3=O","IC50","250000","nM","MOLT-4"
"CHEMBL405267","NC1C(=O)NC2Cc3ccc(c(Cl)c3)Oc3cc4cc(c3O)Oc3ccc(cc3Cl)C(O)C3NC(=O)C(NC(=O)C4NC(=O)C(NC2=O)c2cc(O)cc(c2)Oc2cc1ccc2O)c1ccc(O)c(c1)-c1c(O)cc(O)cc1[C@H](C(=O)C1NCCC2CCCCC21)NC3=O","IC50","250000","nM","CCRF-CEM"
"CHEMBL46425","Cc1cccc2c(CN(C)C(=O)/C=C/c3cnc4c(c3)CCC(=O)N4)c(C)n(C)c12","IC50","20","nM","Enoyl-[acyl-carrier-protein] reductase (FabI)"
"CHEMBL46425","Cc1cccc2c(CN(C)C(=O)/C=C/c3cnc4c(c3)CCC(=O)N4)c(C)n(C)c12","IC50","70","nM","Unchecked"
"CHEMBL46425","Cc1cccc2c(CN(C)C(=O)/C=C/c3cnc4c(c3)CCC(=O)N4)c(C)n(C)c12","IC50","30000","nM","Unchecked"
"CHEMBL134277","CC1=CC(C)(C)Nc2ccc3c(c21)/C(=C/c1ccsc1)Oc1ccc(F)cc1-3","IC50","215","nM","Androgen Receptor"
"CHEMBL134277","CC1=CC(C)(C)Nc2ccc3c(c21)/C(=C/c1ccsc1)Oc1ccc(F)cc1-3","IC50","100","nM","Glucocorticoid receptor"
"CHEMBL134277","CC1=CC(C)(C)Nc2ccc3c(c21)/C(=C/c1ccsc1)Oc1ccc(F)cc1-3","IC50","1900","nM","Mineralocorticoid receptor"
"CHEMBL134277","CC1=CC(C)(C)Nc2ccc3c(c21)/C(=C/c1ccsc1)Oc1ccc(F)cc1-3","IC50","3488","nM","Estrogen receptor"
"CHEMBL137635","CN(c1ccccc1)c1ncnc2ccc(N/N=N/Cc3ccccn3)cc12","IC50","9300","nM","Epidermal growth factor receptor erbB1"
"CHEMBL137635","CN(c1ccccc1)c1ncnc2ccc(N/N=N/Cc3ccccn3)cc12","IC50","25140","nM","A-431"
"CHEMBL137635","CN(c1ccccc1)c1ncnc2ccc(N/N=N/Cc3ccccn3)cc12","IC50","64090","nM","NIH3T3"
"CHEMBL137635","CN(c1ccccc1)c1ncnc2ccc(N/N=N/Cc3ccccn3)cc12","IC50","39420","nM","NIH3T3"
"CHEMBL132206","OC1(c2ccccc2F)c2ccccc2C2=NCCCN21","IC50","23","nM","Dopamine transporter"
"CHEMBL130747","OC1(c2cccnc2)c2ccccc2C2=NCCN21","IC50","640","nM","Dopamine transporter"
"CHEMBL143482","CS(=O)(=O)c1ccc(CSc2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1","IC50","2500","nM","ADMET"
"CHEMBL143482","CS(=O)(=O)c1ccc(CSc2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1","IC50","330","nM","ADMET"
"CHEMBL143482","CS(=O)(=O)c1ccc(CSc2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1","IC50","28800","nM","Homo sapiens"
"CHEMBL143482","CS(=O)(=O)c1ccc(CSc2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1","IC50","2900","nM","Homo sapiens"
"CHEMBL358814","C[S+]([O-])c1ccccc1CSc1nc(-c2ccc(F)cc2)c(-c2ccncc2)[nH]1","IC50","15000","nM","ADMET"
"CHEMBL358814","C[S+]([O-])c1ccccc1CSc1nc(-c2ccc(F)cc2)c(-c2ccncc2)[nH]1","IC50","900","nM","ADMET"
"CHEMBL358814","C[S+]([O-])c1ccccc1CSc1nc(-c2ccc(F)cc2)c(-c2ccncc2)[nH]1","IC50","47500","nM","Homo sapiens"
"CHEMBL358814","C[S+]([O-])c1ccccc1CSc1nc(-c2ccc(F)cc2)c(-c2ccncc2)[nH]1","IC50","4000","nM","Homo sapiens"
"CHEMBL90512","C/C(=N\\N=C(\\N)S)c1ccc(Cl)c(Cl)c1","IC50","50","nM","Cruzipain"
"CHEMBL327902","C/C(=N\\NC(N)=O)c1cccc(Cl)c1","IC50","10000","nM","Cruzipain"
"CHEMBL320290","NC(Cc1ccnn1O)C(=O)O","IC50","2700","nM","Glutamate receptor ionotropic, AMPA"
"CHEMBL320290","NC(Cc1ccnn1O)C(=O)O","IC50","100000","nM","Glutamate receptor ionotropic, kainate"
"CHEMBL320290","NC(Cc1ccnn1O)C(=O)O","IC50","100000","nM","Glutamate NMDA receptor"
"CHEMBL320290","NC(Cc1ccnn1O)C(=O)O","IC50","200000","nM","Unchecked"
"CHEMBL320290","NC(Cc1ccnn1O)C(=O)O","IC50","1000000","nM","Excitatory amino acid transporter 1"
"CHEMBL320290","NC(Cc1ccnn1O)C(=O)O","IC50","430000","nM","Excitatory amino acid transporter 2"
"CHEMBL320290","NC(Cc1ccnn1O)C(=O)O","IC50","1000000","nM","Excitatory amino acid transporter 3"
"CHEMBL106698","N=C(N)N[C@@H](C(=O)NCC(=O)N1CCC(c2cc(-c3ccccc3)[nH]n2)CC1)C1CCCCC1","IC50","120000","nM","Interleukin-2 receptor alpha chain"
"CHEMBL104564","COC(=O)[C@H](Cc1ccc(C#Cc2ccccc2)cc1)NC(=O)CNC(=O)[C@@H](CCC(N)=O)N=C(N)N","IC50","900000","nM","Interleukin-2 receptor alpha chain"
"CHEMBL105780","CC(C)C[C@@H](N=C(N)N)C(=O)NCC(=O)N1CCC(c2cc(-c3ccc(O)c(Cl)c3Cl)nn2C)CC1","IC50","8100","nM","Interleukin-2 receptor alpha chain"
"CHEMBL46553","Nc1nc(O)c2nn(-c3cccc(C(=O)NC[C@H]4CCCC[C@@H]4O)c3)nc2n1","IC50","320","nM","Unchecked"
"CHEMBL348223","CC(=O)OC1C(C)C2/C=C/OC3(C)Oc4c(C)c(O)c5c(O)c(c(N6CCN(Cc7c(C)cc(C)cc7C)CC6)c(O)c5c4C3=O)NC(=O)/C(C)=C\\C=C\\C(C)C(O)C(C)C(O2)C1C","IC50","100","ug.mL-1","Unchecked"
"CHEMBL1907776","O=C(O)[C@@H](NS(=O)(=O)c1ccccc1)c1ccccc1","IC50","11000","nM","Aldose reductase"
"CHEMBL306988","CC(=C(C#N)C#N)c1ccc(NC(=O)CCC(=O)O)cc1","IC50","500000","nM","Epidermal growth factor receptor erbB1"
"CHEMBL66879","O=C(O)/C=C/c1ccc(O)cc1","IC50","3000000","nM","Epidermal growth factor receptor erbB1"
"CHEMBL77085","N#CC(C#N)=Cc1cc(O)ccc1[N+](=O)[O-]","IC50","96000","nM","Epidermal growth factor receptor erbB1"
"CHEMBL544127","CC(C)CN(C)Cc1cc(C(=O)c2csc(S(N)(=O)=O)c2)ccc1O.Cl","IC50","9","nM","Carbonic anhydrase II"
"CHEMBL359203","O=C(Cc1ccc(Cl)c(Cl)c1)N1CCCCC1CN1CCC2(CC1)OCCO2","IC50",\N,"nM","Kappa opioid receptor"
"CHEMBL36880","CN(c1ccccc1C(=O)O)S(=O)(=O)c1ccc2ccccc2c1","IC50","400000","nM","Aldose reductase"
"CHEMBL315191","CC[C@H]1C(=O)SC[C@@H]1Cc1cncn1C","IC50","320","nM","Muscarinic acetylcholine receptor"
"CHEMBL315191","CC[C@H]1C(=O)SC[C@@H]1Cc1cncn1C","IC50","775","nM","Muscarinic acetylcholine receptor M1"
"CHEMBL92429","CC[C@@H]1COC[C@@H]1Cc1cncn1C","IC50","445","nM","Muscarinic acetylcholine receptor"
"CHEMBL92429","CC[C@@H]1COC[C@@H]1Cc1cncn1C","IC50","1800","nM","Muscarinic acetylcholine receptor M1"
"CHEMBL47918","CCCC[C@H](O[C@@H](Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)C[C@H](C(=O)N(C)CCN(C)C)C(C)C","IC50","30","nM","Renin"
"CHEMBL47918","CCCC[C@H](O[C@@H](Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)C[C@H](C(=O)N(C)CCN(C)C)C(C)C","IC50","290","nM","Renin"
"CHEMBL50217","CCCC[C@H](O[C@@H](Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)C[C@H](NC(=O)OCc1ccccc1)C(C)C","IC50","2.200000047684","nM","Renin"
"CHEMBL50217","CCCC[C@H](O[C@@H](Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)C[C@H](NC(=O)OCc1ccccc1)C(C)C","IC50","83","nM","Renin"
"CHEMBL148416","C=CCC1(CN2CCCC2)CCCCN1C(=O)Cc1ccc(Cl)c(Cl)c1","IC50","10000","nM","Kappa opioid receptor"
"CHEMBL99102","CCC[C@@H](NC(=O)N1C(=O)C[C@@H]1Cc1ccccc1)c1ccccc1","IC50","3400","nM","Human rhinovirus A protease"
"CHEMBL97927","O=C1C[C@H](Cc2ccccc2)N1C(=O)NCc1ccncc1","IC50","12000","nM","Human rhinovirus A protease"
"CHEMBL97927","O=C1C[C@H](Cc2ccccc2)N1C(=O)NCc1ccncc1","IC50","75000","nM","Pancreatic elastase"
"CHEMBL97927","O=C1C[C@H](Cc2ccccc2)N1C(=O)NCc1ccncc1","IC50","75000","nM","Leukocyte elastase"
"CHEMBL97927","O=C1C[C@H](Cc2ccccc2)N1C(=O)NCc1ccncc1","IC50","75000","nM","Alpha-chymotrypsin"
"CHEMBL318278","COc1ccc(CN(C)C(=O)N2C(=O)C[C@@H]2Cc2ccccc2)cc1","IC50","7400","nM","Human rhinovirus A protease"
"CHEMBL321153","CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)[C@@H](c2ccccc2)CC3[C@H]1C5","IC50","178","nM","Mus musculus"
"CHEMBL542710","CCCCCC1N=C(N)CC1C.Cl","IC50","360","nM","Nitric oxide synthase, inducible"
"CHEMBL542710","CCCCCC1N=C(N)CC1C.Cl","IC50","243000","nM","Nitric-oxide synthase, endothelial"
"CHEMBL542710","CCCCCC1N=C(N)CC1C.Cl","IC50","5370","nM","Nitric-oxide synthase, brain"
"CHEMBL552936","CC1CC(N)=NC1Cc1ccccc1.Cl","IC50","3000","nM","Nitric oxide synthase, inducible"
"CHEMBL552936","CC1CC(N)=NC1Cc1ccccc1.Cl","IC50","458000","nM","Nitric-oxide synthase, endothelial"
"CHEMBL552936","CC1CC(N)=NC1Cc1ccccc1.Cl","IC50","8290","nM","Nitric-oxide synthase, brain"
"CHEMBL169991","COC(=O)C1C(Cc2ccccc2)CC2CCC1N2C","IC50","885","nM","Dopamine transporter"
"CHEMBL169991","COC(=O)C1C(Cc2ccccc2)CC2CCC1N2C","IC50","1020","nM","Dopamine transporter"
"CHEMBL10395","O=c1oc(Nc2nncs2)nc2ccccc12","IC50","62500","nM","Complement C1r"
"CHEMBL10380","O=c1oc(Nc2ccccc2I)nc2cc(C3CCCCC3)ccc12","IC50","62500","nM","Complement C1r"
"CHEMBL332022","Nc1nc(N)c2nc(CNc3ccc(C(=O)N[C@@H](CC(F)C(=O)O)C(=O)O)cc3Cl)cnc2n1","IC50","0.004300000146","ug.mL-1","T-cell"
"CHEMBL332022","Nc1nc(N)c2nc(CNc3ccc(C(=O)N[C@@H](CC(F)C(=O)O)C(=O)O)cc3Cl)cnc2n1","IC50","0.011800000444","ug.mL-1","Unchecked"
"CHEMBL332022","Nc1nc(N)c2nc(CNc3ccc(C(=O)N[C@@H](CC(F)C(=O)O)C(=O)O)cc3Cl)cnc2n1","IC50","100000","nM","EL4"
"CHEMBL145169","COc1cc(/C=C/c2cnc3nc(N)nc(N)c3c2)cc(OC)c1OC","IC50","5000","nM","Dihydrofolate reductase"
"CHEMBL145169","COc1cc(/C=C/c2cnc3nc(N)nc(N)c3c2)cc(OC)c1OC","IC50","1400","nM","Dihydrofolate reductase"
"CHEMBL145169","COc1cc(/C=C/c2cnc3nc(N)nc(N)c3c2)cc(OC)c1OC","IC50","12900","nM","Dihydrofolate reductase"
"CHEMBL2111280","Nc1ncnc2c1cnn2[C@@H]1C=C[C@@H](O)[C@H]1O","IC50","100000","nM","Trypanosoma brucei"
"CHEMBL352332","COC(=O)CCc1c(-c2ccccc2)c(O)nc2cc(Cl)ccc12","IC50","500","nM","Glutamate (NMDA) receptor subunit zeta 1"
"CHEMBL306457","NC(=O)C(C[C@H](O)[C@H](Cc1ccccc1)NC(=O)c1cnc2ccccc2n1)C1(O)CCCCC1","IC50","540","nM","C-C chemokine receptor type 1"
"CHEMBL306457","NC(=O)C(C[C@H](O)[C@H](Cc1ccccc1)NC(=O)c1cnc2ccccc2n1)C1(O)CCCCC1","IC50","120","nM","C-C chemokine receptor type 1"
"CHEMBL419526","c1ccc(-c2cnc(Nc3ccccn3)o2)cc1","IC50","1880","nM","Vascular endothelial growth factor receptor 2"
"CHEMBL112160","COCCNc1ccc(N2C(=O)c3ccc(C(=O)O)cc3C2=O)cc1-c1nc2cc(-c3ccccc3)ccc2o1","IC50","2000","nM","Heparanase"
"CHEMBL112160","COCCNc1ccc(N2C(=O)c3ccc(C(=O)O)cc3C2=O)cc1-c1nc2cc(-c3ccccc3)ccc2o1","IC50","20000","nM","NON-PROTEIN TARGET"
"CHEMBL150984","Cc1nc2cc(OC[C@H](O)CN3CCN(CC(=O)Nc4cccc5[nH]ccc45)CC3)ccc2s1","IC50","860","nM","Palmitoyl-CoA oxidase"
